Comp_Name,Job_Title,Location,Skill_Name
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",engineering
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",agile
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",api
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",sql
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",software development
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",software
Confidential Company,Senior Integration Engineer,"Cairo, Egypt",information technology (it)
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",helpdesk
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",information technology (it)
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",it
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",support engineer
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",technical support
Kellogg Tolaram Noodles Egypt LLC,IT Specialist," 
6th of October, Giza",computer science
EGID company,Data Center Account Manager," 
New Cairo, Cairo",sales
EGID company,Data Center Account Manager," 
New Cairo, Cairo",sales engineering
EGID company,Data Center Account Manager," 
New Cairo, Cairo",arabic
EGID company,Data Center Account Manager," 
New Cairo, Cairo",b2b
EGID company,Data Center Account Manager," 
New Cairo, Cairo",b2b sales
EGID company,Data Center Account Manager," 
New Cairo, Cairo",communication
EGID company,Data Center Account Manager," 
New Cairo, Cairo",communication skills
EGID company,Data Center Account Manager," 
New Cairo, Cairo",engineering
EGID company,Data Center Account Manager," 
New Cairo, Cairo",english
EGID company,Data Center Account Manager," 
New Cairo, Cairo",sales skills
EGID company,Data Center Account Manager," 
New Cairo, Cairo",sales target
EGID company,Data Center Account Manager," 
New Cairo, Cairo",skills
Johnson Controls,ABAP Consultant," 
Nasr City, Cairo",information technology (it)
Johnson Controls,ABAP Consultant," 
Nasr City, Cairo",abap
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",computer science
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",react.js
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",javascript
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",html
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",front-end
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",css
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",design
Confidential Company,Senior React JS Developer ( Remotely ),"Cairo, Egypt",react
Confidential Company,IT senior,"Cairo, Egypt",engineering
Confidential Company,IT senior,"Cairo, Egypt",computer engineering
Confidential Company,IT senior,"Cairo, Egypt",ccnp
Confidential Company,IT senior,"Cairo, Egypt",computer science
Confidential Company,IT senior,"Cairo, Egypt",erp
Confidential Company,IT senior,"Cairo, Egypt",information technology (it)
Confidential Company,IT senior,"Cairo, Egypt",network administration
Confidential Company,IT senior,"Cairo, Egypt",ccna
Confidential Company,IT senior,"Cairo, Egypt",mcse
Confidential Company,IT senior,"Cairo, Egypt",networking
Khales,Full Stack Developer," 
Giza, Egypt",android development
Khales,Full Stack Developer," 
Giza, Egypt",frontend website
Khales,Full Stack Developer," 
Giza, Egypt",mobile development
Khales,Full Stack Developer," 
Giza, Egypt",pos application architecture
Aman,Product Owner," 
6th of October, Giza",agile
Aman,Product Owner," 
6th of October, Giza",communication
Aman,Product Owner," 
6th of October, Giza",communication skills
Aman,Product Owner," 
6th of October, Giza",information technology (it)
Aman,Product Owner," 
6th of October, Giza",software development
Aman,Product Owner," 
6th of October, Giza",product owner
Aman,Product Owner," 
6th of October, Giza",computer science
Aman,Product Owner," 
6th of October, Giza",product
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",api
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",api testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",computer science
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",quality control
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",performance
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",istqb
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",agile
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",software testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",test cases
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",mobile application testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",mobile testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",sql
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",jira
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",performance testing
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",jmeter
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",engineering
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",automation
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",selenium
GET Group- Egypt,Senior Software Quality Control Engineer," 
Heliopolis, Cairo",postman
Marketopia,Web Developer," 
New Cairo, Cairo",development
Marketopia,Web Developer," 
New Cairo, Cairo",html
Marketopia,Web Developer," 
New Cairo, Cairo",software development
Marketopia,Web Developer," 
New Cairo, Cairo",web applications
Marketopia,Web Developer," 
New Cairo, Cairo",programming
Marketopia,Web Developer," 
New Cairo, Cairo",web development
Bevatel,Customer Success Specialist," 
Dokki, Giza",customer service
Bevatel,Customer Success Specialist," 
Dokki, Giza",it
Bevatel,Customer Success Specialist," 
Dokki, Giza",communication skills
Bevatel,Customer Success Specialist," 
Dokki, Giza",english
Bevatel,Customer Success Specialist," 
Dokki, Giza",account management
Bevatel,Customer Success Specialist," 
Dokki, Giza",negotiation
Bevatel,Customer Success Specialist," 
Dokki, Giza",software development
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",autocad 2-3d max 3-office 4-photoshop
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",adobe photoshop
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",architecture
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",software
Naia Developments,Senior Architect Engineer (interior design)," 
Sheikh Zayed, Giza",design
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",it support
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",computer science
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",it
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",customer service
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",information technology (it)
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",support
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",technical support
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",help desk specialist
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",installation
INDEVCO,IT Help Desk Engineer," 
6th of October, Giza",help desk
Capleo Globle,Data Modeler," 
Cairo, Egypt",etl
Capleo Globle,Data Modeler," 
Cairo, Egypt",data modeling
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",css
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",git
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",html
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",java
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",javascript
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",software development
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",sql
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",software engineering
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",computer science
Confidential Company,Senior Liferay Developer,"Cairo, Egypt",engineering
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",pmp
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",project management
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",software
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",project manager
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",project
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",information technology (it)
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",sql
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",microsoft sql server 2012
Dynamicslink,technical support software specialist," 
Nasr City, Cairo",database sql server
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",ccna
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",computer
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",computer science
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",engineering
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",help desk
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",information technology
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",information technology (it)
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",maintenance
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",network
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",networking
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",software
Target Integrated Systems,Network Engineer.," 
Maadi, Cairo",troubleshooting
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",computer science
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",data engineering
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",informatica etl
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",data management
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",data management sloutions
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",etl tools
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",database
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",microsoft sql server
BBI-Consultancy,Data Engineer lead," 
Nasr City, Cairo",sql
Confidential Company,Senior Business Analyst,"Cairo, Egypt",analysis
Confidential Company,Senior Business Analyst,"Cairo, Egypt",business development
Confidential Company,Senior Business Analyst,"Cairo, Egypt",computer science
Confidential Company,Senior Business Analyst,"Cairo, Egypt",software
Confidential Company,Senior Business Analyst,"Cairo, Egypt",business
Confidential Company,Senior Business Analyst,"Cairo, Egypt",business administration
Confidential Company,Senior Business Analyst,"Cairo, Egypt",management
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",laravel
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",php
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",javascript
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",full stack
Confidential Company,Full Stack Developer - PHP,"Cairo, Egypt",computer science
Azm development,Application Support Engineer," 
Cairo, Egypt",api
Azm development,Application Support Engineer," 
Cairo, Egypt",english
Azm development,Application Support Engineer," 
Cairo, Egypt",restful
Azm development,Application Support Engineer," 
Cairo, Egypt",iis
Azm development,Application Support Engineer," 
Cairo, Egypt",troubleshooting
Azm development,Application Support Engineer," 
Cairo, Egypt",mssql
Confidential Company,HR Operations Manager,"Cairo, Egypt",human resources (hr)
Confidential Company,HR Operations Manager,"Cairo, Egypt",human resources
Confidential Company,HR Operations Manager,"Cairo, Egypt",operations
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",mobile app
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",product management
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",business
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",computer science
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",computer science
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",business
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",information technology (it)
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",erp
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",odoo
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",python
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",odoo erp
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",django
Crevisoft Corporation,Accountant," 
Maadi, Cairo",accounting
Crevisoft Corporation,Accountant," 
Maadi, Cairo",communication skills
Crevisoft Corporation,Accountant," 
Maadi, Cairo",finance
Crevisoft Corporation,Accountant," 
Maadi, Cairo",financial analysis
Crevisoft Corporation,Accountant," 
Maadi, Cairo",reporting
Crevisoft Corporation,Accountant," 
Maadi, Cairo",communication
Crevisoft Corporation,Accountant," 
Maadi, Cairo",financial
Crevisoft Corporation,Accountant," 
Maadi, Cairo",ledger
Perfect Presentation,senior oracle developer," 
6th of October, Giza",oracle
Perfect Presentation,senior oracle developer," 
6th of October, Giza",oracle database
Perfect Presentation,senior oracle developer," 
6th of October, Giza",oracle reports
Perfect Presentation,senior oracle developer," 
6th of October, Giza",software development
Perfect Presentation,senior oracle developer," 
6th of October, Giza",sql
Perfect Presentation,senior oracle developer," 
6th of October, Giza",oracle forms
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",ceh
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",cih
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",computer science
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",information technology (it)
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",siem
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",technical analysis
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",microsoft
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",networking
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",software
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",security
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",information technology (it)
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",computer science
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",hardware
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",active directory
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",microsoft 365
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",.net development
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",asp.net web api
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",apis
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",software development
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",erp software
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",software engineering
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",rest
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",java
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",software development
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",information technology (it)
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",engineering
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",computer science
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",software engineering
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",soap
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",business analysis
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",architecture design
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",ui design
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",erp solutions
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",uml modeling
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",software development
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",adobe indesign
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",gap analysis
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",oop
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",agile
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",web api
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",java
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",design
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",project management
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",information technology (it)
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",computer science
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",javascript
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",java development
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",java software development
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",liferay
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",liferay portal
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",computer engineering
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",software development
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",web development
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",dynamics
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",microsoft dynamics
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",ax
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",x++
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",asp.net
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",.net
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",c#.net
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",database design
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",software engineering
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",computer science
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",erd
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",programming
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",erp
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",sql
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",mysql
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",information technology (it)
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",design
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",sql server
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",html5
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",javascript
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",jquery
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",mvc
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",software
Transmar International,BI Developer," 
New Cairo, Cairo",computer science
Transmar International,BI Developer," 
New Cairo, Cairo",bi
Transmar International,BI Developer," 
New Cairo, Cairo",information technology (it)
Transmar International,BI Developer," 
New Cairo, Cairo",power bi
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",html
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",css
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",computer science
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",javascript
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",java
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",software development
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",design
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",apis
Basata,Java Backend Developer," 
Maadi, Cairo",java
Basata,Java Backend Developer," 
Maadi, Cairo",full stack development
Basata,Java Backend Developer," 
Maadi, Cairo",computer science
Basata,Java Backend Developer," 
Maadi, Cairo",software testing
Basata,Java Backend Developer," 
Maadi, Cairo",troubleshooting
Basata,Java Backend Developer," 
Maadi, Cairo",json
Basata,Java Backend Developer," 
Maadi, Cairo",mybatis
Basata,Java Backend Developer," 
Maadi, Cairo",wicket
Basata,Java Backend Developer," 
Maadi, Cairo",java jee
Basata,Java Backend Developer," 
Maadi, Cairo",xml
Basata,Java Backend Developer," 
Maadi, Cairo",soap
Basata,Java Backend Developer," 
Maadi, Cairo",jdbc
Basata,Java Backend Developer," 
Maadi, Cairo",aws
Basata,Java Backend Developer," 
Maadi, Cairo",docker
Basata,Java Backend Developer," 
Maadi, Cairo",kubernetes
Basata,Java Backend Developer," 
Maadi, Cairo",information technology (it)
Basata,Java Backend Developer," 
Maadi, Cairo",software development
Basata,Java Backend Developer," 
Maadi, Cairo",spring
Basata,Java Backend Developer," 
Maadi, Cairo",git
Basata,Java Backend Developer," 
Maadi, Cairo",apis
Basata,Java Backend Developer," 
Maadi, Cairo",agile
Basata,Java Backend Developer," 
Maadi, Cairo",design
Basata,Java Backend Developer," 
Maadi, Cairo",javascript
Basata,Java Backend Developer," 
Maadi, Cairo",development
Interactive Limited/Carma Group,Dotnet Fullstack Developer," 
Cairo, Egypt",.net
Interactive Limited/Carma Group,Dotnet Fullstack Developer," 
Cairo, Egypt",asp.net
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",mobile applications
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",development
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",ios
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",android
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",software development
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",flutter
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",restful
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",apis
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",analyst
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",business analyst
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",computer science
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",software
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",science
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",english
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",computer
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician," Mitsubishi
",helpdesk
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician," Mitsubishi
",it service management
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician," Mitsubishi
",erp software
Shotmed,IT Associate," 
Cairo, Egypt",information technology (it)
Shotmed,IT Associate," 
Cairo, Egypt",computer hardware
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",flutter
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",dart
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",mobile development
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",software development
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",code versioning
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",git
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",information technology (it)
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",computer science
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",engineering
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",bitbucket
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",github
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",code versioning tools
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",development
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",mobile
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",software development
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",software engineering
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",pmp
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",programming
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",computer science
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",engineering
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",information technology (it)
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",software
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",administration
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",project
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",agile
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",scrum
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",project management
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",management
Confidential Company,Senior Project Manager,"Cairo, Egypt",information technology (it)
Confidential Company,Senior Project Manager,"Cairo, Egypt",management
Confidential Company,Senior Project Manager,"Cairo, Egypt",project
Confidential Company,Senior Project Manager,"Cairo, Egypt",pmp
Confidential Company,Senior Project Manager,"Cairo, Egypt",project management
Confidential Company,Senior Project Manager,"Cairo, Egypt",microsoft office
EFS,Accounting Manager," 
Maadi, Cairo",accounting
EFS,Accounting Manager," 
Maadi, Cairo",finance
EFS,Accounting Manager," 
Maadi, Cairo",financial analysis
EFS,Accounting Manager," 
Maadi, Cairo",financial management
EFS,Accounting Manager," 
Maadi, Cairo",budgeting
EFS,Accounting Manager," 
Maadi, Cairo",financial accounting
EFS,Accounting Manager," 
Maadi, Cairo",cma
EFS,Accounting Manager," 
Maadi, Cairo",reporting
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",computer science
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",tech
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",database
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",tech lead
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",fintech
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",negotiation
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",communication skills
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",sales
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",sales skills
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",customer service
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",sales target
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",english
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",communication
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",microsoft office
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",software
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",presentation
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",telesales
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",telemarketing
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",target
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",target oriented
