Comp_Name,Title,Location,Job_Type
Azm development,Application Support Engineer," 
Cairo, Egypt",Full Time
Azm development,Application Support Engineer," 
Cairo, Egypt",Work From Home
Confidential Company,HR Operations Manager,"Cairo, Egypt",Full Time
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",Freelance / Project
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",Full Time
Crevisoft Corporation,Accountant," 
Maadi, Cairo",Full Time
Perfect Presentation,senior oracle developer," 
6th of October, Giza",Full Time
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",Full Time
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",Full Time
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",Full Time
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",Full Time
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",Full Time
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",Full Time
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",Full Time
Transmar International,BI Developer," 
New Cairo, Cairo",Full Time
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",Full Time
Basata,Java Backend Developer," 
Maadi, Cairo",Full Time
Interactive Limited/Carma Group,Dotnet Fullstack Developer," 
Cairo, Egypt",Full Time
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",Full Time
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",Full Time
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician," Mitsubishi
",Full Time
Shotmed,IT Associate," 
Cairo, Egypt",Full Time
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",Full Time
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",Work From Home
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",Full Time
Confidential Company,Senior Project Manager,"Cairo, Egypt",Full Time
EFS,Accounting Manager," 
Maadi, Cairo",Full Time
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",Full Time
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",Full Time
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",Shift Based
Objects,Backend Developer - PHP," 
Alexandria, Egypt",Full Time
Royal Investment,Telecom engineer," 
6th of October, Giza",Part Time
COREations,Graphic Designer," 
Mansoura, Dakahlia",Full Time
Nahdet Misr Publishing Group,SAP Cloud Developer," 
Giza, Egypt",Full Time
COREations,Sales Account Manager," 
6th of October, Giza",Full Time
Confidential Company,Software Service Delivery Specialist,"Cairo, Egypt",Full Time
Sutherland,It Help Desk Intern," 
New Cairo, Cairo",Internship
Confidential Company,Software Service Delivery Specialist (Banking),"Cairo, Egypt",Full Time
Crevisoft Corporation,Odoo Implementer," 
Maadi, Cairo",Full Time
Confidential Company,Banking IT Operations Specialist,"Cairo, Egypt",Full Time
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",Full Time
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",Part Time
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",Freelance / Project
Universities of Canada in Egypt,IT Technical Support Specialist," 
New Capital, Cairo",Full Time
Link Datacenter,Senior Platform Engineer," 
Giza, Egypt",Full Time
Link Datacenter,Senior Sales Account Manager," 
Giza, Egypt",Full Time
Link Datacenter,Database Administrator - SQL," 
Giza, Egypt",Full Time
Link Datacenter,Cloud Solutions Architect," 
Giza, Egypt",Full Time
El Mohandess Print House,Senior Oracle Developer," 
10th of Ramadan City, Sharqia",Full Time
Impactyn,Back End Technical lead," 
Sheikh Zayed, Giza",Full Time
Impactyn,Back End .NET," 
Sheikh Zayed, Giza",Full Time
LINK Development,IOS Technical Lead," 
Cairo, Egypt",Full Time
Crevisoft Corporation,Front End Developer," 
Maadi, Cairo",Full Time
Fintech solutions,Backend Developer," 
New Cairo, Cairo",Full Time
Elkenany Group,Full Stack Developer," 
Maadi, Cairo",Full Time
e Aswaaq Misr,Software Senior Tester," 
Smart Village, Giza",Full Time
Confidential Company,Senior Application Support Officer,"Cairo, Egypt",Full Time
FRIDAL,Technical Support Specialist," 
6th of October, Giza",Full Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",Full Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",Part Time
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",Freelance / Project
Confidential Company,Application Support Officer,"Cairo, Egypt",Full Time
Confidential Company,Developer and Support of Applications and Software Solutions,"Cairo, Egypt",Full Time
Confidential Company,Oracle Cloud HCM Consultant,"Cairo, Egypt",Full Time
Pillars,Business Analyst - Multinational Company," 
Cairo, Egypt",Full Time
Arlation Media Services,Game Developer," 
Giza, Egypt",Full Time
TIC,Quality Control Engineer," 
Cairo, Egypt",Full Time
Rednet It Services,ERP Sales Manager," 
Maadi, Cairo",Full Time
Rednet It Services,Software Developer," 
Maadi, Cairo",Full Time
Lumin,Sales Manager - Software Background (GULF)," 
Sheikh Zayed, Giza",Full Time
Confidential Company,Digital Solutions Architect,"Cairo, Egypt",Full Time
e Aswaaq Misr,Front End Developer," 
Smart Village, Giza",Full Time
Expleo,Business Analyst | German Speaker," 
Maadi, Cairo",Full Time
Confidential Company,DevOps Practice Lead,"Cairo, Egypt",Full Time
Confidential Company,.NET C# Developer,"Cairo, Egypt",Full Time
Ejada,Application Support Team lead ( Egypt-KSA)," 
Hadayek Alkobba, Cairo",Full Time
Ejada,Application Support Specialist (Egypt-KSA)," 
Heliopolis, Cairo",Full Time
Moltaqa,Senior PHP Developer," 
Mansoura, Dakahlia",Full Time
LINK Development,AI Developer," 
Cairo, Egypt",Full Time
Konnekt Union,Sales Executive," 
Sheraton, Cairo",Full Time
Osolutions,Business Development Intern," 
Sheraton, Cairo",Internship
Jaffangroup,Supply Chain Planner," 
Obour City, Cairo",Full Time
Osolutions,Performance Marketing Specialist," 
Sheraton, Cairo",Full Time
Confidential Company,Oracle Developer,"Cairo, Egypt",Full Time
altameerarabian,Architect technical office," 
New Cairo, Cairo",Full Time
Integrated Technology Group,PHP Developer," 
Heliopolis, Cairo",Full Time
Confidential Company,Treasury & Banking accountant,"Cairo, Egypt",Full Time
iSON Xperiences Egypt,RPA Developer," 
Heliopolis, Cairo",Full Time
AFFSQUARE,Wordpress Developer," 
Sheraton, Cairo",Full Time
QARA,Junior Marketing Manager," 
New Cairo, Cairo",Full Time
Confidential Company,Senior Engineering Manager,"Cairo, Egypt",Full Time
iSON Xperiences Egypt,Business Consultant," 
Heliopolis, Cairo",Full Time
Egabi FSI,.Net Developer," 
Sheraton, Cairo",Full Time
OdooTec,Senior Odoo Functional Consultant," 
New Cairo, Cairo",Full Time
OdooTec,Odoo Developer," 
New Cairo, Cairo",Full Time
Confidential Company,Sr. Frontend Developer,"Cairo, Egypt",Full Time
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer," 
Dokki, Giza",Full Time
Confidential Company,Senior Scrum Master,"Cairo, Egypt",Full Time
Aliaict,Junior Odoo Developer," 
Cairo, Egypt",Full Time
Confidential Company,Technical Trainer,"Cairo, Egypt",Full Time
Roaya,Senior MS Exchange Engineer," 
Maadi, Cairo",Full Time
Order King,Software Sales Executive," 
Cairo, Egypt",Full Time
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience)," 
Maadi, Cairo",Full Time
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience)," 
Maadi, Cairo",Work From Home
Algoriza,Senior SharePoint developer," 
Giza, Egypt",Full Time
Rashideen Egypt for Trade,Technical Support Specialist," 
Cairo, Egypt",Full Time
Noases,IOT Engineer," 
Cairo, Egypt",Full Time
Finding From Egy,Search Engine Optimization Specialist," 
Smouha, Alexandria",Full Time
Johnson Controls,Web Designer," 
Nasr City, Cairo",Full Time
Network International -Egypt,Information Security Manager," 
New Cairo, Cairo",Full Time
International Advanced,Senior Flutter Developer," 
Nasr City, Cairo",Full Time
Network International -Egypt,Senior Analyst – Information Security," 
New Cairo, Cairo",Full Time
Expert Apps,Senior Software Tester," 
Maadi, Cairo",Full Time
TMA For Industrial Supplies,IT Help Desk Specialist," 
Nasr City, Cairo",Full Time
Ether Technology,Full Stack .Net Developer," 
Mohandessin, Giza",Full Time
Egyptian Integration,Sales Specialistl," 
New Cairo, Cairo",Full Time
Confidential Company,IT Manager- Sap User,"Cairo, Egypt",Full Time
ACML - Egypt,developer specialized," 
Bolkly, Alexandria",Part Time
ACML - Egypt,developer specialized," 
Bolkly, Alexandria",Freelance / Project
appcorp,Senior Sales Account Manager - Software," 
Heliopolis, Cairo",Full Time
Parkville Pharmaceuticals,Odoo Implementer," 
Giza, Egypt",Full Time
Millensys,Marketing/sales specialist," 
New Cairo, Cairo",Full Time
Roaya,Junior System Engineer," 
Maadi, Cairo",Full Time
PSH,Senior Businesss Analyst," 
Maadi, Cairo",Full Time
DX Republic,Front End Developer( Angular)," 
Cairo, Egypt",Full Time
Dolf,Flash Animator," 
Heliopolis, Cairo",Full Time
Lecon,Senior Architect Designer," 
Cairo, Egypt",Full Time
Lecon,Senior Architect Designer," 
Cairo, Egypt",Work From Home
RTR Software Solutions,Senior Backend Developer{ .NET Core}," 
Nasr City, Cairo",Full Time
RTR Software Solutions,Senior Front End Angular," 
Nasr City, Cairo",Full Time
Sky Distribution,Mobile Maintenance Specialist," 
Maadi, Cairo",Full Time
Confidential Company,Oracle Application Techno Functional Consultant,"Cairo, Egypt",Full Time
Confidential Company,Oracle Application Techno Functional Consultant,"Cairo, Egypt",Work From Home
InstaShop,Onboarding Associate - POS," 
Cairo, Egypt",Full Time
InstaShop,Onboarding Associate - POS," 
Cairo, Egypt",Freelance / Project
Algoriza,Enterprise Architect," 
Giza, Egypt",Full Time
Integrated Technology Group,.NET Developer," 
Heliopolis, Cairo",Full Time
Algoriza,Senior Oracle developer," 
Giza, Egypt",Full Time
Algoriza,Senior Quality Assurance Engineer," 
Cairo, Egypt",Full Time
Algoriza,Senior System Analyst," 
Giza, Egypt",Full Time
Algoriza,Senior Dot net developer," 
Giza, Egypt",Full Time
Elfostat Company for import and export,Office manager and CEO executive assistant," 
Cairo, Egypt",Full Time
شركه طنطا موتورز,IT Support Specialist," 
Tanta, Gharbia",Full Time
Global Brands,Help Desk Specialist," 
New Cairo, Cairo",Full Time
Max Muscle,IT Help Desk," 
New Cairo, Cairo",Full Time
eGate Egypt,PHP Developer," 
New Cairo, Cairo",Full Time
Majorel Egypt,Information Security Senior Specialist," 
Cairo, Egypt",Full Time
cCc callcenter and Digital Marketing,Full Stack Developer," 
Nasr City, Cairo",Full Time
CTO for startups,Experienced Flutter Developer," 
Cairo, Egypt",Freelance / Project
CTO for startups,Experienced Flutter Developer," 
Cairo, Egypt",Work From Home
CTO for startups,UI/UX Designer," 
Cairo, Egypt",Freelance / Project
CTO for startups,UI/UX Designer," 
Cairo, Egypt",Work From Home
Ibn Sina Pharma,Junior Software Support Specialist," 
New Cairo, Cairo",Full Time
GET Group- Egypt,Senior Software Business Analysis," 
Cairo, Egypt",Full Time
Solutions,Unity Developer," 
Nasr City, Cairo",Full Time
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert)," 
Smart Village, Giza",Full Time
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria," 
Alexandria, Egypt",Full Time
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria," 
Alexandria, Egypt",Full Time
The Portal,Creative Graphic Designer," 
Maadi, Cairo",Full Time
شيلتر تكنولوجي,Senior Front End Developer," 
New Cairo, Cairo",Full Time
Premier Services and Recruitment,Software Developer," 
Maadi, Cairo",Full Time
شيلتر تكنولوجي,Senior Backend Developer," 
New Cairo, Cairo",Full Time
Confidential Company,Software Security Engineer,"Cairo, Egypt",Full Time
Confidential Company,Technical & Support engineer,"Cairo, Egypt",Full Time
Sinmar Soft,ERP technical support," 
Cairo, Egypt",Full Time
Sinmar Soft,ERP Senior Business Analyst," 
New Nozha, Cairo",Full Time
Sinmar Soft,Senior UI - UX designer & front end developer," 
Cairo, Egypt",Full Time
Sinmar Soft,"Full time Senior ASP Net Core, Blazor Full Stack Developer"," 
New Nozha, Cairo",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer," 
Smart Village, Giza",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer," 
Smart Village, Giza",Full Time
Noases,Senior Mechanical Design Engineer," 
Nasr City, Cairo",Full Time
Noases,Junior R&D Mechatronics Engineer," 
Nasr City, Cairo",Full Time
Noases,Senior R&D Mechatronics Engineer," 
Nasr City, Cairo",Full Time
Peerless,Odoo Project Manager," 
Mohandessin, Giza",Full Time
Quick Services,Odoo Functional Consultant," 
Cairo, Egypt",Full Time
Post Distribution Company,Senior Developer," 
Maadi, Cairo",Full Time
LINK Development,Senior PHP Developer," 
Maadi, Cairo",Full Time
Edentech,Senior java developer - onsite," 
Heliopolis, Cairo",Full Time
Alumil,Senior Sales Engineer," 
Heliopolis, Cairo",Full Time
Balanced Education Company,IT Manager - New Generation International Schools," 
New Cairo, Cairo",Full Time
Delta American School,Computer Teacher," 
Mansoura, Dakahlia",Full Time
SE Wiring Systems EGYPT,Manufacturing System Developer," 
10th of Ramadan City, Cairo",Full Time
Shahbandr,Senior WordPress/PHP/Backend Developer," 
Sheikh Zayed, Giza",Full Time
Loc-Camp,IT Specialist," 
Haram, Giza",Full Time
BRISK Business Inc.,Software Business Analyst - Job Description," 
New Cairo, Cairo",Full Time
Queen Tech Solutions,Senior Front End Developer (Angular)," 
Heliopolis, Cairo",Full Time
Smartly,Senior Front End Developer - Angular," 
Nasr City, Cairo",Full Time
ORGANI GROUP,Cyber Security Engineer," 
New Cairo, Cairo",Full Time
Mohandes Life Insurance,Senior Full Stack Developer," 
Giza, Egypt",Full Time
Confidential Company,Senior Dot Net Full Stack Developer,"Cairo, Egypt",Full Time
Seena - سينا,Senior Software Engineer - PHP," 
Nasr City, Cairo",Full Time
3S Software,Full Stack Developer," 
Nasr City, Cairo",Full Time
Confidential Company,Node JS & Linux Developer,"Cairo, Egypt",Full Time
Dafa,"Senior Tester ""Quality Assurance Automation"""," 
Haram, Giza",Full Time
Dafa,Front End Developer (Vue.js)," 
Haram, Giza",Full Time
Confidential Company,Chief Technology Officer,"Cairo, Egypt",Full Time
Yespays,Experienced java spring developer," 
New Cairo, Cairo",Full Time
Egypt University of Informatics (EUI),Senior / Junior IT Technical Support," 
New Capital, Cairo",Full Time
Rubyred Garment,IT Specialist," 
Bourj Alarab, Alexandria",Full Time
Egypt University of Informatics (EUI),Senior Systems Engineer," 
New Capital, Cairo",Full Time
eVision,Senior Software Technical Support Engineer," 
New Cairo, Cairo",Full Time
ZINAD IT,Technical Writer," 
6th of October, Giza",Full Time
Bydotpy,Frontend Developer (React)," 
New Cairo, Cairo",Full Time
RDI,Senior iOS Developer (Native)," 
Dokki, Giza",Full Time
RDI,Senior iOS Developer (Native)," 
Dokki, Giza",Part Time
RDI,Senior iOS Developer (Native)," 
Dokki, Giza",Freelance / Project
RDI,Senior Android Developer," 
Dokki, Giza",Full Time
RDI,Senior Android Developer," 
Dokki, Giza",Part Time
RDI,Senior Android Developer," 
Dokki, Giza",Freelance / Project
Crowe Egypt - Dr Khaled Abdelaziz Hegazy,External Audit Manager," 
Dokki, Giza",Full Time
Confidential Company,Senior Frontend PHP Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior PHP Laravel Developer,"Cairo, Egypt",Full Time
Confidential Company,E Commerce Manager,"Cairo, Egypt",Full Time
Confidential Company,Voice Engineer,"Cairo, Egypt",Full Time
Shebak,Software Engineer," 
Smart Village, Giza",Full Time
Swakli Digital Events,Graphic Designer," 
New Cairo, Cairo",Full Time
Swakli Digital Events,Graphic Designer," 
New Cairo, Cairo",Work From Home
Trufla,Senior Back End Developer - Node JS," 
Heliopolis, Cairo",Full Time
Trufla,Senior Software Testing - Quality Control Engineer," 
Heliopolis, Cairo",Full Time
Trufla,Senior Frontend Engineer - React," 
Heliopolis, Cairo",Full Time
Windrose Academy,Technical Support Specialist," 
Maadi, Cairo",Full Time
Confidential Company,Senior BIM Engineer - Architecture,"Cairo, Egypt",Full Time
Youxel,.Net Team Lead," 
Cairo, Egypt",Full Time
Kashier Payment Solutions,Senior Frontend Engineer," 
Zamalek, Cairo",Full Time
British Council,IT Officer," 
Cairo, Egypt",Full Time
WSC,Devops Engineer," 
Giza, Egypt",Full Time
Multi Level Group (MLG),Field support Technician," 
Cairo, Egypt",Full Time
Ejada,Senior AI Engineer," 
Cairo, Egypt",Full Time
TensorGraph,Senior Backend Developer," 
Maadi, Cairo",Full Time
Pillars,Senior Software Developer - Large e-commerce Store ( 6 of October city )," 
Cairo, Egypt",Full Time
Hayati SRL,Office Assistant / Secretary," 
Cairo, Egypt",Full Time
Hayati SRL,Office Assistant / Secretary," 
Cairo, Egypt",Work From Home
Perfect Presentation,Senior Front End Developer (Blockchain)," 
6th of October, Giza",Full Time
Aliaict,Junior Software Tester," 
Cairo, Egypt",Full Time
FlairsTech,Senior Front end Developer /Angular," 
Maadi, Cairo",Full Time
Confidential Company,Senior Flutter Developer,"Cairo, Egypt",Full Time
EVA Cosmetics,Senior Oracle Apps Developer/ Apex," 
6th of October, Giza",Full Time
Al Rabat,Technical Support Engineer," 
Nasr City, Cairo",Full Time
Interact Technology Solutions,IoT Software Engineer," 
Maadi, Cairo",Full Time
Confidential Company,Sales Manager(software and call center industry),"Cairo, Egypt",Full Time
Majorel Egypt,IT Help Desk Specialist," 
San Stefano, Alexandria",Full Time
Interact Technology Solutions,Senior Network Security Engineer," 
Maadi, Cairo",Full Time
DAK Steel - Construction,Technical Office Engineer," 
Haram, Giza",Full Time
Union Coop,UI/UX Designer (On-Site)," 
Dokki, Giza",Full Time
Dafa,UI UX Designer," 
Haram, Giza",Full Time
Al Soug-Cashi,IT Support Engineer," 
Cairo, Egypt",Full Time
Bevatel,Technical Support Engineer," 
Dokki, Giza",Full Time
3S Software,Application Support Engineer," 
Cairo, Egypt",Full Time
Efada Technology,Network Engineer," 
Cairo, Egypt",Full Time
A1Softech,Microsoft Exchange Administrator," 
Maadi, Cairo",Full Time
Efada Technology,Global Active Directory Expert," 
6th of October, Giza",Full Time
Confidential Company,Cloud Solutions Sales Associate,"Cairo, Egypt",Full Time
Confidential Company,Cloud Solutions Sales Manager,"Cairo, Egypt",Full Time
Premium Card,IT - System Administration Specialist," 
Dokki, Giza",Full Time
Dynamicslink,Financial Consultant," 
Nasr City, Cairo",Full Time
Egypt Kuwait Holding,Application Support Engineer," 
Dokki, Giza",Full Time
YOUXEl Technology,Senior Backend Developer," 
Cairo, Egypt",Full Time
YOUXEl Technology,Senior Backend Developer," 
Cairo, Egypt",Work From Home
Confidential Company,"Full Stack Developer (.NET core , Angular 8+) -Part Time","Cairo, Egypt",Part Time
Confidential Company,"Full Stack Developer (.NET core , Angular 8+) -Part Time","Cairo, Egypt",Work From Home
International Advanced,Senior Angular Developer," 
Nasr City, Cairo",Full Time
Confidential Company,Full Stack Java Developer,"Cairo, Egypt",Full Time
Confidential Company,Full Stack Java Developer,"Cairo, Egypt",Work From Home
Global Brands,System Engineer," 
New Cairo, Cairo",Full Time
Softec Technologies,Software Technical Team Leader," 
Maadi, Cairo",Full Time
TensorGraph,Senior Python Developer," 
Maadi, Cairo",Full Time
TensorGraph,Senior Node JS Developer," 
Maadi, Cairo",Full Time
Confidential Company,Digital Transformation Team Leader,"Cairo, Egypt",Full Time
Confidential Company,Software Developer - Backend - Senior,"Cairo, Egypt",Full Time
Al Ahly capital holding - Al Ahly Tamkeen,Linux Systems Administrator," 
Maadi, Cairo",Full Time
taknia systems,ERP implementer," 
Banha, Qalubia",Full Time
Bevatel,Development Tech Leader," 
Dokki, Giza",Full Time
Ejada,Technical Recruiter," 
Cairo, Egypt",Full Time
Orange Studio,"Team Leader / Senior Full Stack, PHP, Drupal Developer"," 
Nasr City, Cairo",Full Time
Waseet.net,Senior SEO / Senior Search Engine Optimization," 
Heliopolis, Cairo",Full Time
"Izam, inc.",Senior Devops Engineer," 
Mohandessin, Giza",Full Time
"Izam, inc.",Senior Devops Engineer," 
Mohandessin, Giza",Work From Home
Orange Studio,Full Stack Web Developer - PHP!," 
Nasr City, Cairo",Full Time
GoodsMart,Full Stack Developer," 
Zamalek, Cairo",Full Time
Target Recruitment & HR Solutions,Web Developer," 
Cairo, Egypt",Full Time
Interact Technology Solutions,Network & Voice Engineer," 
Maadi, Cairo",Full Time
Synergy Markets,Office Manager," 
New Cairo, Cairo",Full Time
Micro Engineering,IT Specialist," 
Heliopolis, Cairo",Full Time
Micro Engineering,IT Specialist," 
Heliopolis, Cairo",Shift Based
Horizon,Front-End Developer-Angular," 
Cairo, Egypt",Full Time
Indegree,Front End Developer," 
Dakahlia, Egypt",Full Time
Indegree,UI UX Designer," 
Dakahlia, Egypt",Full Time
Loc-Camp,Senior PHP laravel developer," 
Haram, Giza",Full Time
Hands of Hope Physical Therapy & Wellness,IT Specialist," 
Maadi, Cairo",Full Time
Ulemt,Technical Support Engineer Tier 1," 
New Cairo, Cairo",Full Time
Confidential Company,UI/UX Web Designer,"Cairo, Egypt",Full Time
Confidential Company,Front End Developer - Vue.js (Remote Work),"Cairo, Egypt",Full Time
LABS,SAP Junior Develop," 
Nasr City, Cairo",Full Time
Decorative Glass And Arab Union Glass Group,Group ICT Infrastructure and Service Desk Section Head," 
Obour City, Cairo",Full Time
Global Brands,Senior Digital Transformation Advisor (Professional Services - Sales)," 
New Cairo, Cairo",Full Time
Data Science,Technical Project Manager," 
Hadayek October, Giza",Full Time
Egypt Kuwait Holding,System Administrator," 
Dokki, Giza",Full Time
Samaya Electronics Egypt LTD,Quality Control Engineer," 
Cairo, Egypt",Full Time
Xceed Contact Center,Information Security Specialist," 
Maadi, Cairo",Full Time
Efada Technology,IT System Engineer / VMware / Infrastructure," 
New Cairo, Cairo",Full Time
Rashideen Egypt for Trade,Technical Support," 
Tanta, Gharbia",Full Time
Elabd Foods,AX Technical Consultant," 
Abu Rawash, Giza",Full Time
AL MASHARIQ,Senior ERP Engineer," 
New Cairo, Cairo",Full Time
Elite Education Group,IT Help Desk Specialist," 
New Cairo, Cairo",Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Banking Business Operations Engineer," 
Smart Village, Giza",Full Time
3D Diagnostix,First Level Technical Support Engineer," 
Maadi, Cairo",Full Time
3D Diagnostix,First Level Technical Support Engineer," 
Maadi, Cairo",Work From Home
3D Diagnostix,Second Level Technical Support Engineer," 
Maadi, Cairo",Full Time
3D Diagnostix,Second Level Technical Support Engineer," 
Maadi, Cairo",Work From Home
Confidential Company,Tech Lead,"Cairo, Egypt",Full Time
Thaka International,Front End Developer," 
Badr City, Cairo",Full Time
Seoudi Supermarket,Web Development .NET Tech Lead," 
Sheikh Zayed, Giza",Full Time
Arabia for Information Technology,UI/UX Designer," 
Cairo, Egypt",Full Time
Talaat Moustafa Group,System Administrator," 
Dokki, Giza",Full Time
Bluebell Pharmaceuticals,Senior Odoo developer," 
Cairo, Egypt",Full Time
Confidential Company,Senior Full Stack React/NodeJS/SQL Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Full Stack React/NodeJS/SQL Developer,"Cairo, Egypt",Freelance / Project
Confidential Company,Senior Full Stack React/NodeJS/SQL Developer,"Cairo, Egypt",Work From Home
A1Softech,Senior Full Stack Developer (.net core -angular)," 
Maadi, Cairo",Full Time
Grifols Egypt for Plasma Derivatives,IT Systems Engineer," 
Cairo, Egypt",Full Time
Confidential Company,Software Developer - Front-End,"Cairo, Egypt",Full Time
3D Diagnostix,Senior Linux System Admin (+3 years experience)," 
Maadi, Cairo",Full Time
StudentGator,Junior Angular Front-end Developer," 
Dokki, Giza",Full Time
Confidential Company,Software Sales Engineer,"Cairo, Egypt",Full Time
Coral Technology,Senior Business Analyst," 
Cairo, Egypt",Full Time
Coral Technology,Senior Business Analyst," 
Cairo, Egypt",Work From Home
GPS,BI Developer," 
Heliopolis, Cairo",Full Time
A1Softech,Quality Assurance," 
Maadi, Cairo",Full Time
LABS,IT Help Desk," 
Nasr City, Cairo",Full Time
Sutherland,IT Help Desk Specialist," 
Alexandria, Egypt",Full Time
Coral Technology,Senior Information Security Engineer," 
Cairo, Egypt",Full Time
Coral Technology,Senior Information Security Engineer," 
Cairo, Egypt",Work From Home
Rashideen Egypt for Trade,SAP Basis Specialist," 
Katameya, Cairo",Full Time
Dynamicslink,Junior Sales Account Manager," 
Nasr City, Cairo",Full Time
Interact Technology Solutions,Pre Sales Engineer," 
Maadi, Cairo",Full Time
Edentech,Senior PHP/Laravel Developer," 
Heliopolis, Cairo",Full Time
Lumin,Business Analyst Lead," 
Sheikh Zayed, Giza",Full Time
INTERNET SOLUTIONS,Web Designer & Front End Developer - WordPress," 
Sheikh Zayed, Giza",Full Time
INTERNET SOLUTIONS,Search Engine Optimization Specialist," 
Sheikh Zayed, Giza",Full Time
INTERNET SOLUTIONS,Search Engine Optimization Specialist," 
Sheikh Zayed, Giza",Work From Home
TechJump,Senior React Native Developer," 
Alexandria, Egypt",Full Time
TechJump,Senior React Native Developer," 
Alexandria, Egypt",Part Time
TechJump,Senior React Native Developer," 
Alexandria, Egypt",Freelance / Project
Confidential Company,Tech Lead | .net & Angular,"Cairo, Egypt",Full Time
FlairsTech,Senior IT Specialist," 
Maadi, Cairo",Full Time
Confidential Company,Software Engineering Manager,"Cairo, Egypt",Full Time
VFS Global Egypt,IT Deputy Manager - Minya & Sohag," 
Ard Sultan, Minya",Full Time
National Technology,Senior Odoo Implementer," 
Nasr City, Cairo",Full Time
Confidential Company,Project Manager,"Cairo, Egypt",Full Time
Selah ElTelmeez For Publishing & printing,IT System Administrator," 
Obour City, Cairo",Full Time
Webhelp,IT Help Desk Specialist," 
New Cairo, Cairo",Full Time
GEMS Education,Director of Innovation," 
New Cairo, Cairo",Full Time
Dexef,Software Business Analyst," 
Quweisna, Monufya",Full Time
Selftreat,Software Sales Representative," 
Cairo, Egypt",Freelance / Project
Human Quality,Lead Product Manager," 
Downtown, Cairo",Full Time
Human Quality,Lead Product Manager," 
Downtown, Cairo",Work From Home
Itechs,Cyber Security Engineer," 
Heliopolis, Cairo",Full Time
Human Quality,Senior Software Quality Engineer," 
Downtown, Cairo",Full Time
Human Quality,Senior Software Quality Engineer," 
Downtown, Cairo",Work From Home
Human Quality,UX Lead," 
Downtown, Cairo",Full Time
Human Quality,UX Lead," 
Downtown, Cairo",Work From Home
Aman Holding,Network & Security Engineer," 
Nasr City, Cairo",Full Time
VFS Global Egypt,IT Executive," 
Dokki, Giza",Full Time
VFS Global Egypt,IT Deputy Manager - Alexandria," 
Smouha, Alexandria",Full Time
National Technology,Odoo Developer," 
Nasr City, Cairo",Full Time
Staron Egypt,Software Developer ( Full-Stack Programming )," 
Cairo, Egypt",Full Time
Egabi FSI,Business Analyst," 
Sheraton, Cairo",Full Time
Amasi,Business Analyst," 
Cairo, Egypt",Full Time
Amasi,Business Analyst," 
Cairo, Egypt",Work From Home
IT Cores,Infrastructure Sales Account Manager," 
Heliopolis, Cairo",Full Time
ZE LOGIC,Senior Front End Developer," 
Dokki, Giza",Full Time
Confidential Company,Senior Full Stack Developer,"Cairo, Egypt",Full Time
Confidential Company,Senior Full Stack Developer,"Cairo, Egypt",Work From Home
Yespays,Experienced Front end Developer (React Js & React native)," 
New Cairo, Cairo",Full Time
