Comp_Name,Job_Title,Location,Category_Name
Confidential Company,App Product Manager / Programmer (Flutter),"Cairo, Egypt",IT/Software Development
3D Diagnostix,Odoo Analyst," 
Maadi, Cairo",IT/Software Development
Crevisoft Corporation,Accountant," 
Maadi, Cairo",Accounting/Finance
Crevisoft Corporation,Accountant," 
Maadi, Cairo",Administration
Crevisoft Corporation,Accountant," 
Maadi, Cairo",IT/Software Development
Perfect Presentation,senior oracle developer," 
6th of October, Giza",IT/Software Development
Al Ahly capital holding - Al Ahly Tamkeen,SOC Analyst," 
Maadi, Cairo",IT/Software Development
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",IT/Software Development
Pillars,Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch )," 
Cairo, Egypt",Engineering - Telecom/Technology
EDRAK Software,Senior Backend Developer (.NET)," 
Maadi, Cairo",IT/Software Development
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",IT/Software Development
Al Ahly Momkn for e-payment,Senior Java Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",Business Development
Khales,Senior Solution Architecture Engineer," 
Cairo, Egypt",IT/Software Development
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",IT/Software Development
Confidential Company,Liferay Project Team Leader-Architect,"Cairo, Egypt",Operations/Management
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",IT/Software Development
BI-Technologies,Software Developer (.Net)," 
New Cairo, Cairo",Engineering - Telecom/Technology
Transmar International,BI Developer," 
New Cairo, Cairo",IT/Software Development
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",Creative/Design/Art
Confidential Company,Mobile Application Developer-Liferay,"Cairo, Egypt",IT/Software Development
Basata,Java Backend Developer," 
Maadi, Cairo",IT/Software Development
Basata,Java Backend Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Interactive Limited/Carma Group,Dotnet Fullstack Developer," 
Cairo, Egypt",IT/Software Development
Confidential Company,Mobile Application Developer- Flutter,"Cairo, Egypt",IT/Software Development
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",IT/Software Development
SHAWAHID ROADS INDUSTRIAL COMPANY,Software Business Analyst," 
Cairo, Egypt",Analyst/Research
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT Help Desk Technician," Mitsubishi
",IT/Software Development
Shotmed,IT Associate," 
Cairo, Egypt",IT/Software Development
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",IT/Software Development
Arabia for Information Technology,Flutter Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",IT/Software Development
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",Project/Program Management
Arabia for Information Technology,Software Project Coordinator," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Senior Project Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Project Manager,"Cairo, Egypt",Project/Program Management
EFS,Accounting Manager," 
Maadi, Cairo",Accounting/Finance
EFS,Accounting Manager," 
Maadi, Cairo",Operations/Management
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",IT/Software Development
Optasia,"Tech Lead, Fintech"," 
Cairo, Egypt",Engineering - Telecom/Technology
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",Business Development
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",IT/Software Development
"Izam, inc.",Sales Account Manager - Daftra," 
Smart Village, Giza",Sales/Retail
Objects,Backend Developer - PHP," 
Alexandria, Egypt",IT/Software Development
Royal Investment,Telecom engineer," 
6th of October, Giza",IT/Software Development
Royal Investment,Telecom engineer," 
6th of October, Giza",Engineering - Telecom/Technology
COREations,Graphic Designer," 
Mansoura, Dakahlia",IT/Software Development
Nahdet Misr Publishing Group,SAP Cloud Developer," 
Giza, Egypt",IT/Software Development
COREations,Sales Account Manager," 
6th of October, Giza",IT/Software Development
Confidential Company,Software Service Delivery Specialist,"Cairo, Egypt",IT/Software Development
Sutherland,It Help Desk Intern," 
New Cairo, Cairo",Installation/Maintenance/Repair
Sutherland,It Help Desk Intern," 
New Cairo, Cairo",IT/Software Development
Sutherland,It Help Desk Intern," 
New Cairo, Cairo",Engineering - Telecom/Technology
Confidential Company,Software Service Delivery Specialist (Banking),"Cairo, Egypt",Banking
Confidential Company,Software Service Delivery Specialist (Banking),"Cairo, Egypt",IT/Software Development
Confidential Company,Software Service Delivery Specialist (Banking),"Cairo, Egypt",Engineering - Telecom/Technology
Crevisoft Corporation,Odoo Implementer," 
Maadi, Cairo",IT/Software Development
Crevisoft Corporation,Odoo Implementer," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Banking IT Operations Specialist,"Cairo, Egypt",IT/Software Development
Confidential Company,Banking IT Operations Specialist,"Cairo, Egypt",Engineering - Telecom/Technology
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",IT/Software Development
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",Engineering - Telecom/Technology
EpsilonAI,Data Science Instructor," 
Nasr City, Cairo",Training/Instructor
Universities of Canada in Egypt,IT Technical Support Specialist," 
New Capital, Cairo",Installation/Maintenance/Repair
Universities of Canada in Egypt,IT Technical Support Specialist," 
New Capital, Cairo",IT/Software Development
Link Datacenter,Senior Platform Engineer," 
Giza, Egypt",IT/Software Development
Link Datacenter,Senior Platform Engineer," 
Giza, Egypt",Engineering - Telecom/Technology
Link Datacenter,Senior Platform Engineer," 
Giza, Egypt",Engineering - Mechanical/Electrical
Link Datacenter,Senior Sales Account Manager," 
Giza, Egypt",Business Development
Link Datacenter,Senior Sales Account Manager," 
Giza, Egypt",IT/Software Development
Link Datacenter,Senior Sales Account Manager," 
Giza, Egypt",Sales/Retail
Link Datacenter,Database Administrator - SQL," 
Giza, Egypt",Installation/Maintenance/Repair
Link Datacenter,Database Administrator - SQL," 
Giza, Egypt",IT/Software Development
Link Datacenter,Database Administrator - SQL," 
Giza, Egypt",Engineering - Telecom/Technology
Link Datacenter,Cloud Solutions Architect," 
Giza, Egypt",Installation/Maintenance/Repair
Link Datacenter,Cloud Solutions Architect," 
Giza, Egypt",IT/Software Development
Link Datacenter,Cloud Solutions Architect," 
Giza, Egypt",Engineering - Telecom/Technology
El Mohandess Print House,Senior Oracle Developer," 
10th of Ramadan City, Sharqia",Business Development
El Mohandess Print House,Senior Oracle Developer," 
10th of Ramadan City, Sharqia",IT/Software Development
El Mohandess Print House,Senior Oracle Developer," 
10th of Ramadan City, Sharqia",Engineering - Telecom/Technology
Impactyn,Back End Technical lead," 
Sheikh Zayed, Giza",IT/Software Development
Impactyn,Back End .NET," 
Sheikh Zayed, Giza",IT/Software Development
LINK Development,IOS Technical Lead," 
Cairo, Egypt",IT/Software Development
LINK Development,IOS Technical Lead," 
Cairo, Egypt",Engineering - Telecom/Technology
Crevisoft Corporation,Front End Developer," 
Maadi, Cairo",Business Development
Crevisoft Corporation,Front End Developer," 
Maadi, Cairo",IT/Software Development
Fintech solutions,Backend Developer," 
New Cairo, Cairo",IT/Software Development
Elkenany Group,Full Stack Developer," 
Maadi, Cairo",Creative/Design/Art
Elkenany Group,Full Stack Developer," 
Maadi, Cairo",IT/Software Development
Elkenany Group,Full Stack Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
e Aswaaq Misr,Software Senior Tester," 
Smart Village, Giza",IT/Software Development
Confidential Company,Senior Application Support Officer,"Cairo, Egypt",IT/Software Development
FRIDAL,Technical Support Specialist," 
6th of October, Giza",IT/Software Development
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",IT/Software Development
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",Analyst/Research
EpsilonAI,Data Analysis/Analytics Instructor (Excel - Power BI)," 
Nasr City, Cairo",Training/Instructor
Confidential Company,Application Support Officer,"Cairo, Egypt",IT/Software Development
Confidential Company,Developer and Support of Applications and Software Solutions,"Cairo, Egypt",IT/Software Development
Confidential Company,Oracle Cloud HCM Consultant,"Cairo, Egypt",IT/Software Development
Confidential Company,Oracle Cloud HCM Consultant,"Cairo, Egypt",Engineering - Telecom/Technology
Pillars,Business Analyst - Multinational Company," 
Cairo, Egypt",Business Development
Pillars,Business Analyst - Multinational Company," 
Cairo, Egypt",IT/Software Development
Pillars,Business Analyst - Multinational Company," 
Cairo, Egypt",Analyst/Research
Arlation Media Services,Game Developer," 
Giza, Egypt",Creative/Design/Art
Arlation Media Services,Game Developer," 
Giza, Egypt",IT/Software Development
Arlation Media Services,Game Developer," 
Giza, Egypt",Engineering - Telecom/Technology
TIC,Quality Control Engineer," 
Cairo, Egypt",IT/Software Development
TIC,Quality Control Engineer," 
Cairo, Egypt",Quality
TIC,Quality Control Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Rednet It Services,ERP Sales Manager," 
Maadi, Cairo",IT/Software Development
Rednet It Services,ERP Sales Manager," 
Maadi, Cairo",Marketing/PR/Advertising
Rednet It Services,ERP Sales Manager," 
Maadi, Cairo",Sales/Retail
Rednet It Services,Software Developer," 
Maadi, Cairo",IT/Software Development
Rednet It Services,Software Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Lumin,Sales Manager - Software Background (GULF)," 
Sheikh Zayed, Giza",IT/Software Development
Lumin,Sales Manager - Software Background (GULF)," 
Sheikh Zayed, Giza",Marketing/PR/Advertising
Lumin,Sales Manager - Software Background (GULF)," 
Sheikh Zayed, Giza",Sales/Retail
Confidential Company,Digital Solutions Architect,"Cairo, Egypt",Engineering - Telecom/Technology
e Aswaaq Misr,Front End Developer," 
Smart Village, Giza",IT/Software Development
Expleo,Business Analyst | German Speaker," 
Maadi, Cairo",IT/Software Development
Confidential Company,DevOps Practice Lead,"Cairo, Egypt",Customer Service/Support
Confidential Company,DevOps Practice Lead,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,.NET C# Developer,"Cairo, Egypt",IT/Software Development
Ejada,Application Support Team lead ( Egypt-KSA)," 
Hadayek Alkobba, Cairo",IT/Software Development
Ejada,Application Support Team lead ( Egypt-KSA)," 
Hadayek Alkobba, Cairo",Engineering - Telecom/Technology
Ejada,Application Support Specialist (Egypt-KSA)," 
Heliopolis, Cairo",IT/Software Development
Ejada,Application Support Specialist (Egypt-KSA)," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Moltaqa,Senior PHP Developer," 
Mansoura, Dakahlia",Business Development
Moltaqa,Senior PHP Developer," 
Mansoura, Dakahlia",IT/Software Development
Moltaqa,Senior PHP Developer," 
Mansoura, Dakahlia",Engineering - Telecom/Technology
LINK Development,AI Developer," 
Cairo, Egypt",IT/Software Development
LINK Development,AI Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
Konnekt Union,Sales Executive," 
Sheraton, Cairo",IT/Software Development
Konnekt Union,Sales Executive," 
Sheraton, Cairo",Sales/Retail
Osolutions,Business Development Intern," 
Sheraton, Cairo",Business Development
Osolutions,Business Development Intern," 
Sheraton, Cairo",Marketing/PR/Advertising
Osolutions,Business Development Intern," 
Sheraton, Cairo",Sales/Retail
Jaffangroup,Supply Chain Planner," 
Obour City, Cairo",Logistics/Supply Chain
Osolutions,Performance Marketing Specialist," 
Sheraton, Cairo",Marketing/PR/Advertising
Osolutions,Performance Marketing Specialist," 
Sheraton, Cairo",Analyst/Research
Confidential Company,Oracle Developer,"Cairo, Egypt",IT/Software Development
altameerarabian,Architect technical office," 
New Cairo, Cairo",Engineering - Construction/Civil/Architecture
altameerarabian,Architect technical office," 
New Cairo, Cairo",Engineering - Mechanical/Electrical
Integrated Technology Group,PHP Developer," 
Heliopolis, Cairo",IT/Software Development
Confidential Company,Treasury & Banking accountant,"Cairo, Egypt",Accounting/Finance
Confidential Company,Treasury & Banking accountant,"Cairo, Egypt",Banking
iSON Xperiences Egypt,RPA Developer," 
Heliopolis, Cairo",IT/Software Development
iSON Xperiences Egypt,RPA Developer," 
Heliopolis, Cairo",Analyst/Research
iSON Xperiences Egypt,RPA Developer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
AFFSQUARE,Wordpress Developer," 
Sheraton, Cairo",IT/Software Development
AFFSQUARE,Wordpress Developer," 
Sheraton, Cairo",Project/Program Management
AFFSQUARE,Wordpress Developer," 
Sheraton, Cairo",Engineering - Telecom/Technology
QARA,Junior Marketing Manager," 
New Cairo, Cairo",IT/Software Development
QARA,Junior Marketing Manager," 
New Cairo, Cairo",Marketing/PR/Advertising
Confidential Company,Senior Engineering Manager,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Engineering Manager,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Senior Engineering Manager,"Cairo, Egypt",Engineering - Mechanical/Electrical
iSON Xperiences Egypt,Business Consultant," 
Heliopolis, Cairo",Operations/Management
iSON Xperiences Egypt,Business Consultant," 
Heliopolis, Cairo",Analyst/Research
iSON Xperiences Egypt,Business Consultant," 
Heliopolis, Cairo",Strategy/Consulting
Egabi FSI,.Net Developer," 
Sheraton, Cairo",IT/Software Development
Egabi FSI,.Net Developer," 
Sheraton, Cairo",Engineering - Telecom/Technology
OdooTec,Senior Odoo Functional Consultant," 
New Cairo, Cairo",IT/Software Development
OdooTec,Senior Odoo Functional Consultant," 
New Cairo, Cairo",Strategy/Consulting
OdooTec,Senior Odoo Functional Consultant," 
New Cairo, Cairo",Engineering - Telecom/Technology
OdooTec,Odoo Developer," 
New Cairo, Cairo",IT/Software Development
OdooTec,Odoo Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Confidential Company,Sr. Frontend Developer,"Cairo, Egypt",Creative/Design/Art
Confidential Company,Sr. Frontend Developer,"Cairo, Egypt",IT/Software Development
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer," 
Dokki, Giza",Business Development
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer," 
Dokki, Giza",Operations/Management
FinBi Finance & Banking Consultants International,Business Control and Quality Assurance Officer," 
Dokki, Giza",Quality
Confidential Company,Senior Scrum Master,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Scrum Master,"Cairo, Egypt",Project/Program Management
Confidential Company,Senior Scrum Master,"Cairo, Egypt",Engineering - Telecom/Technology
Aliaict,Junior Odoo Developer," 
Cairo, Egypt",IT/Software Development
Aliaict,Junior Odoo Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Technical Trainer,"Cairo, Egypt",IT/Software Development
Confidential Company,Technical Trainer,"Cairo, Egypt",Engineering - Telecom/Technology
Roaya,Senior MS Exchange Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
Roaya,Senior MS Exchange Engineer," 
Maadi, Cairo",IT/Software Development
Roaya,Senior MS Exchange Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
Order King,Software Sales Executive," 
Cairo, Egypt",IT/Software Development
Order King,Software Sales Executive," 
Cairo, Egypt",Sales/Retail
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience)," 
Maadi, Cairo",Installation/Maintenance/Repair
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience)," 
Maadi, Cairo",IT/Software Development
3D Diagnostix,Senior Linux System Admin (+ 3 years of pure Linux administration experience)," 
Maadi, Cairo",Engineering - Telecom/Technology
Algoriza,Senior SharePoint developer," 
Giza, Egypt",IT/Software Development
Algoriza,Senior SharePoint developer," 
Giza, Egypt",Engineering - Telecom/Technology
Rashideen Egypt for Trade,Technical Support Specialist," 
Cairo, Egypt",Customer Service/Support
Rashideen Egypt for Trade,Technical Support Specialist," 
Cairo, Egypt",IT/Software Development
Rashideen Egypt for Trade,Technical Support Specialist," 
Cairo, Egypt",Engineering - Telecom/Technology
Noases,IOT Engineer," 
Cairo, Egypt",IT/Software Development
Noases,IOT Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Finding From Egy,Search Engine Optimization Specialist," 
Smouha, Alexandria",IT/Software Development
Finding From Egy,Search Engine Optimization Specialist," 
Smouha, Alexandria",Marketing/PR/Advertising
Finding From Egy,Search Engine Optimization Specialist," 
Smouha, Alexandria",Media/Journalism/Publishing
Johnson Controls,Web Designer," 
Nasr City, Cairo",Marketing/PR/Advertising
Network International -Egypt,Information Security Manager," 
New Cairo, Cairo",IT/Software Development
International Advanced,Senior Flutter Developer," 
Nasr City, Cairo",IT/Software Development
Network International -Egypt,Senior Analyst – Information Security," 
New Cairo, Cairo",IT/Software Development
Expert Apps,Senior Software Tester," 
Maadi, Cairo",IT/Software Development
Expert Apps,Senior Software Tester," 
Maadi, Cairo",Quality
Expert Apps,Senior Software Tester," 
Maadi, Cairo",Engineering - Telecom/Technology
TMA For Industrial Supplies,IT Help Desk Specialist," 
Nasr City, Cairo",Installation/Maintenance/Repair
TMA For Industrial Supplies,IT Help Desk Specialist," 
Nasr City, Cairo",IT/Software Development
TMA For Industrial Supplies,IT Help Desk Specialist," 
Nasr City, Cairo",Engineering - Telecom/Technology
Ether Technology,Full Stack .Net Developer," 
Mohandessin, Giza",IT/Software Development
Egyptian Integration,Sales Specialistl," 
New Cairo, Cairo",IT/Software Development
Egyptian Integration,Sales Specialistl," 
New Cairo, Cairo",Sales/Retail
Confidential Company,IT Manager- Sap User,"Cairo, Egypt",IT/Software Development
Confidential Company,IT Manager- Sap User,"Cairo, Egypt",Operations/Management
Confidential Company,IT Manager- Sap User,"Cairo, Egypt",Engineering - Telecom/Technology
ACML - Egypt,developer specialized," 
Bolkly, Alexandria",IT/Software Development
appcorp,Senior Sales Account Manager - Software," 
Heliopolis, Cairo",IT/Software Development
appcorp,Senior Sales Account Manager - Software," 
Heliopolis, Cairo",Sales/Retail
Parkville Pharmaceuticals,Odoo Implementer," 
Giza, Egypt",IT/Software Development
Millensys,Marketing/sales specialist," 
New Cairo, Cairo",Medical/Healthcare
Roaya,Junior System Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
Roaya,Junior System Engineer," 
Maadi, Cairo",IT/Software Development
Roaya,Junior System Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
PSH,Senior Businesss Analyst," 
Maadi, Cairo",IT/Software Development
PSH,Senior Businesss Analyst," 
Maadi, Cairo",Analyst/Research
PSH,Senior Businesss Analyst," 
Maadi, Cairo",Engineering - Telecom/Technology
DX Republic,Front End Developer( Angular)," 
Cairo, Egypt",IT/Software Development
DX Republic,Front End Developer( Angular)," 
Cairo, Egypt",Engineering - Telecom/Technology
Dolf,Flash Animator," 
Heliopolis, Cairo",Creative/Design/Art
Dolf,Flash Animator," 
Heliopolis, Cairo",IT/Software Development
Dolf,Flash Animator," 
Heliopolis, Cairo",Marketing/PR/Advertising
Lecon,Senior Architect Designer," 
Cairo, Egypt",Engineering - Construction/Civil/Architecture
Lecon,Senior Architect Designer," 
Cairo, Egypt",Creative/Design/Art
Lecon,Senior Architect Designer," 
Cairo, Egypt",IT/Software Development
RTR Software Solutions,Senior Backend Developer{ .NET Core}," 
Nasr City, Cairo",IT/Software Development
RTR Software Solutions,Senior Front End Angular," 
Nasr City, Cairo",IT/Software Development
Sky Distribution,Mobile Maintenance Specialist," 
Maadi, Cairo",Installation/Maintenance/Repair
Sky Distribution,Mobile Maintenance Specialist," 
Maadi, Cairo",IT/Software Development
Sky Distribution,Mobile Maintenance Specialist," 
Maadi, Cairo",Engineering - Telecom/Technology
Confidential Company,Oracle Application Techno Functional Consultant,"Cairo, Egypt",IT/Software Development
Confidential Company,Oracle Application Techno Functional Consultant,"Cairo, Egypt",Engineering - Telecom/Technology
InstaShop,Onboarding Associate - POS," 
Cairo, Egypt",IT/Software Development
Algoriza,Enterprise Architect," 
Giza, Egypt",IT/Software Development
Integrated Technology Group,.NET Developer," 
Heliopolis, Cairo",IT/Software Development
Algoriza,Senior Oracle developer," 
Giza, Egypt",IT/Software Development
Algoriza,Senior Oracle developer," 
Giza, Egypt",Engineering - Telecom/Technology
Algoriza,Senior Quality Assurance Engineer," 
Cairo, Egypt",IT/Software Development
Algoriza,Senior Quality Assurance Engineer," 
Cairo, Egypt",Quality
Algoriza,Senior Quality Assurance Engineer," 
Cairo, Egypt",Engineering - Telecom/Technology
Algoriza,Senior System Analyst," 
Giza, Egypt",IT/Software Development
Algoriza,Senior Dot net developer," 
Giza, Egypt",IT/Software Development
Algoriza,Senior Dot net developer," 
Giza, Egypt",Engineering - Telecom/Technology
Elfostat Company for import and export,Office manager and CEO executive assistant," 
Cairo, Egypt",Administration
Elfostat Company for import and export,Office manager and CEO executive assistant," 
Cairo, Egypt",Operations/Management
شركه طنطا موتورز,IT Support Specialist," 
Tanta, Gharbia",Installation/Maintenance/Repair
شركه طنطا موتورز,IT Support Specialist," 
Tanta, Gharbia",IT/Software Development
شركه طنطا موتورز,IT Support Specialist," 
Tanta, Gharbia",Engineering - Telecom/Technology
Global Brands,Help Desk Specialist," 
New Cairo, Cairo",Installation/Maintenance/Repair
Global Brands,Help Desk Specialist," 
New Cairo, Cairo",IT/Software Development
Max Muscle,IT Help Desk," 
New Cairo, Cairo",IT/Software Development
eGate Egypt,PHP Developer," 
New Cairo, Cairo",IT/Software Development
Majorel Egypt,Information Security Senior Specialist," 
Cairo, Egypt",IT/Software Development
cCc callcenter and Digital Marketing,Full Stack Developer," 
Nasr City, Cairo",IT/Software Development
cCc callcenter and Digital Marketing,Full Stack Developer," 
Nasr City, Cairo",Marketing/PR/Advertising
Confidential Company,Search Engine Optimization Specialist,"Cairo, Egypt",Marketing/PR/Advertising
Confidential Company,Search Engine Optimization Specialist,"Cairo, Egypt",Media/Journalism/Publishing
CTO for startups,Experienced Flutter Developer," 
Cairo, Egypt",IT/Software Development
CTO for startups,UI/UX Designer," 
Cairo, Egypt",IT/Software Development
Ibn Sina Pharma,Junior Software Support Specialist," 
New Cairo, Cairo",IT/Software Development
Ibn Sina Pharma,Junior Software Support Specialist," 
New Cairo, Cairo",Other
Ibn Sina Pharma,Junior Software Support Specialist," 
New Cairo, Cairo",Engineering - Telecom/Technology
GET Group- Egypt,Senior Software Business Analysis," 
Cairo, Egypt",IT/Software Development
GET Group- Egypt,Senior Software Business Analysis," 
Cairo, Egypt",Analyst/Research
GET Group- Egypt,Senior Software Business Analysis," 
Cairo, Egypt",Engineering - Telecom/Technology
Solutions,Unity Developer," 
Nasr City, Cairo",IT/Software Development
Solutions,Unity Developer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert)," 
Smart Village, Giza",IT/Software Development
Intelcia,Intelcia Egypt - Network Level III Engineer (WIFI Expert)," 
Smart Village, Giza",Engineering - Telecom/Technology
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria," 
Alexandria, Egypt",IT/Software Development
Ascon Advanced Solutions & Consultant,ADF Oracle Developer - Alexandria," 
Alexandria, Egypt",Engineering - Telecom/Technology
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria," 
Alexandria, Egypt",IT/Software Development
Ascon Advanced Solutions & Consultant,Oracle Developer - Alexandria," 
Alexandria, Egypt",Engineering - Telecom/Technology
The Portal,Creative Graphic Designer," 
Maadi, Cairo",Creative/Design/Art
شيلتر تكنولوجي,Senior Front End Developer," 
New Cairo, Cairo",Creative/Design/Art
شيلتر تكنولوجي,Senior Front End Developer," 
New Cairo, Cairo",IT/Software Development
شيلتر تكنولوجي,Senior Front End Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Premier Services and Recruitment,Software Developer," 
Maadi, Cairo",IT/Software Development
شيلتر تكنولوجي,Senior Backend Developer," 
New Cairo, Cairo",Business Development
شيلتر تكنولوجي,Senior Backend Developer," 
New Cairo, Cairo",IT/Software Development
شيلتر تكنولوجي,Senior Backend Developer," 
New Cairo, Cairo",Engineering - Telecom/Technology
Confidential Company,Software Security Engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,Software Security Engineer,"Cairo, Egypt",Quality
Confidential Company,Software Security Engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Confidential Company,Technical & Support engineer,"Cairo, Egypt",Installation/Maintenance/Repair
Confidential Company,Technical & Support engineer,"Cairo, Egypt",IT/Software Development
Confidential Company,Technical & Support engineer,"Cairo, Egypt",Engineering - Telecom/Technology
Sinmar Soft,ERP technical support," 
Cairo, Egypt",Customer Service/Support
Sinmar Soft,ERP technical support," 
Cairo, Egypt",IT/Software Development
Sinmar Soft,ERP Senior Business Analyst," 
New Nozha, Cairo",IT/Software Development
Sinmar Soft,ERP Senior Business Analyst," 
New Nozha, Cairo",Analyst/Research
Sinmar Soft,Senior UI - UX designer & front end developer," 
Cairo, Egypt",IT/Software Development
Sinmar Soft,"Full time Senior ASP Net Core, Blazor Full Stack Developer"," 
New Nozha, Cairo",IT/Software Development
Sinmar Soft,"Full time Senior ASP Net Core, Blazor Full Stack Developer"," 
New Nozha, Cairo",Project/Program Management
Sinmar Soft,"Full time Senior ASP Net Core, Blazor Full Stack Developer"," 
New Nozha, Cairo",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer," 
Smart Village, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Security Operations Engineer," 
Smart Village, Giza",Engineering - Telecom/Technology
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer," 
Smart Village, Giza",IT/Software Development
Fawry for Banking Technology and Electronic Payments S.A.E,System Operations Engineer," 
Smart Village, Giza",Engineering - Telecom/Technology
Noases,Senior Mechanical Design Engineer," 
Nasr City, Cairo",Engineering - Construction/Civil/Architecture
Noases,Senior Mechanical Design Engineer," 
Nasr City, Cairo",Creative/Design/Art
Noases,Senior Mechanical Design Engineer," 
Nasr City, Cairo",Engineering - Mechanical/Electrical
Noases,Junior R&D Mechatronics Engineer," 
Nasr City, Cairo",R&D/Science
Noases,Junior R&D Mechatronics Engineer," 
Nasr City, Cairo",IT/Software Development
Noases,Junior R&D Mechatronics Engineer," 
Nasr City, Cairo",Engineering - Mechanical/Electrical
Noases,Senior R&D Mechatronics Engineer," 
Nasr City, Cairo",R&D/Science
Noases,Senior R&D Mechatronics Engineer," 
Nasr City, Cairo",IT/Software Development
Noases,Senior R&D Mechatronics Engineer," 
Nasr City, Cairo",Engineering - Mechanical/Electrical
Peerless,Odoo Project Manager," 
Mohandessin, Giza",Accounting/Finance
Peerless,Odoo Project Manager," 
Mohandessin, Giza",IT/Software Development
Peerless,Odoo Project Manager," 
Mohandessin, Giza",Strategy/Consulting
Quick Services,Odoo Functional Consultant," 
Cairo, Egypt",IT/Software Development
Post Distribution Company,Senior Developer," 
Maadi, Cairo",IT/Software Development
Post Distribution Company,Senior Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
LINK Development,Senior PHP Developer," 
Maadi, Cairo",IT/Software Development
LINK Development,Senior PHP Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Edentech,Senior java developer - onsite," 
Heliopolis, Cairo",IT/Software Development
Alumil,Senior Sales Engineer," 
Heliopolis, Cairo",Engineering - Construction/Civil/Architecture
Alumil,Senior Sales Engineer," 
Heliopolis, Cairo",Sales/Retail
Balanced Education Company,IT Manager - New Generation International Schools," 
New Cairo, Cairo",IT/Software Development
Balanced Education Company,IT Manager - New Generation International Schools," 
New Cairo, Cairo",Project/Program Management
Balanced Education Company,IT Manager - New Generation International Schools," 
New Cairo, Cairo",Engineering - Telecom/Technology
Delta American School,Computer Teacher," 
Mansoura, Dakahlia",IT/Software Development
Delta American School,Computer Teacher," 
Mansoura, Dakahlia",Education/Teaching
